评价类型,消费者,rating_raw,review_text,store_name,review_date,评价展示平台,商家回应,回应&盖楼内容,rating_label,senti_score,senti_label,key_topics,store_id
打卡评价,匿名用户,5.0,环境很好 菜都挺好吃的 酒也不错很好喝 服务态度老好了,流杯酒肆·台州Bistro,2025-05-05,点评,是,"【2025-05-05 20:28:07】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境、菜品和酒水，也感谢您对我们服务态度的认可。我们会继续保持这份用心和热情，期待有机会再度为您服务！
",好评,0.9881,正面,"[""挺好吃"", ""老好"", ""服务态度"", ""好喝"", ""不错""]",1539873707
团购评价,twinklelittlefive,5.0,"[米饭]口味：台州菜非常好吃，满意
[薄荷]环境：环境很好，适合打卡
[服务铃]服务：服务也特别好，",流杯酒肆·台州Bistro,2025-05-05,点评,是,"【2025-05-05 20:28:13】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的台州菜，并对环境和服务的认可让我们倍感欣慰。我们将继续保持高品质，期待再次为您服务！
",好评,0.9945,正面,"[""服务"", ""打卡"", ""环境"", ""薄荷"", ""台州""]",1539873707
门店评价,糖葫芦女孩_5259,5.0,晚上人不是很多环境很好菜品好好吃 下次还会来,流杯酒肆·台州Bistro,2025-05-05,点评,是,"【2025-05-05 20:28:28】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！很高兴您喜欢我们的菜品和环境，您的肯定是我们最大的动力。我们将继续保持高品质，期待您再次光临！
",好评,0.8926,正面,"[""还会来"", ""菜品"", ""下次"", ""好吃"", ""晚上""]",1539873707
门店评价,马羊兔,5.0,"，菜品很好吃 晚上人也不是很多，菜品都吃光了 服务很好 
[薄荷]环境：很不错",流杯酒肆·台州Bistro,2025-05-05,点评,是,"【2025-05-05 20:28:33】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品，并且对服务和环境感到满意。我们会继续保持高质量的服务和用餐环境，期待您再次光临！
",好评,0.9964,正面,"[""菜品"", ""薄荷"", ""吃光"", ""好吃"", ""不错""]",1539873707
门店评价,忠诚豁达咕咚猪,5.0,菜品口味非常不错、店里环境也不错还可以画杯子，可以打卡拍照。服务也很好,流杯酒肆·台州Bistro,2025-05-05,点评,是,"【2025-05-05 20:28:39】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品口味和环境，并且享受了画杯子的活动。我们会继续保持高质量的服务和体验，期待您再次光临！
",好评,0.9918,正面,"[""不错"", ""打卡"", ""菜品"", ""拍照"", ""口味""]",1539873707
门店评价,知勇精明的小于,5.0,"[米饭]口味：新品带鱼不错很好吃
[薄荷]环境：环境优美
[服务铃]服务：服务也好
[糖果]性价比：高",流杯酒肆·台州Bistro,2025-05-05,点评,是,"【2025-05-05 20:28:44】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的新品带鱼，并对环境和服务的认可。我们将继续保持高品质，期待再次为您服务！
",好评,1.0,正面,"[""服务"", ""环境优美"", ""薄荷"", ""带鱼"", ""新品""]",1539873707
门店评价,嘟豆胖,5.0,年糕很好吃，海鲜很新鲜，服务也不错，走的时候还送了饮品[色],流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 22:21:42】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的年糕和新鲜海鲜，也感谢您对我们服务的认可。我们会继续保持高品质，期待再次为您服务！
",好评,0.9319,正面,"[""年糕"", ""饮品"", ""海鲜"", ""好吃"", ""新鲜""]",1539873707
门店评价,yisha195,5.0,服务挺好的，这个鱼和年糕很优秀。小熊这个饮料很可爱,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 22:21:49】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的服务和菜品感到满意，特别是对鱼、年糕和小熊饮料的喜爱。我们将继续保持高质量的服务和菜品，期待再次为您提供美好的用餐体验！
",好评,0.9933,正面,"[""小熊"", ""年糕"", ""饮料"", ""可爱"", ""这个""]",1539873707
门店评价,匿名用户,5.0,店铺在四楼，闹中取静，调酒都很好喝。沙蒜豆面很鲜很好吃。,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 22:21:57】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的调酒和沙蒜豆面，您的赞美让我们备受鼓舞。我们将继续保持高品质，期待再次为您服务！
",好评,0.9933,正面,"[""调酒"", ""沙蒜"", ""很鲜"", ""豆面"", ""闹中取静""]",1539873707
团购评价,轻快甜蜜哇哇猪,5.0,"[薄荷]环境：环境很棒，氛围很好，整体灯光我非常得喜欢，下次准备坐在吧台体验一下

[米饭]口味：豆面和仔排的搭配真的绝了！豆面吸饱了汤汁后软烂爽滑，而仔排则鲜嫩多汁，这样的组合让人垂涎欲滴。

[服务铃]服务：服务员服务热情且细致，用餐体验很好",流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:04:52】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和豆面仔排的搭配，您的赞美让我们备受鼓舞。我们将继续保持高质量的服务和菜品，期待您下次光临，体验吧台用餐！
",好评,1.0,正面,"[""仔排"", ""豆面"", ""服务"", ""体验"", ""爽滑""]",1539873707
团购评价,evenkaren,5.0,小酒馆环境很好，菜单简单但口味很好，酒水都很有特色，盲盒必点！,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:04:58】商家:亲爱的顾客，您好！感谢您对我们小酒馆的高度评价！很高兴您喜欢我们的环境和菜品口味，特别是对盲盒的推荐。我们将继续保持高质量，期待您再次光临，享受更多美味和特色酒水！
",好评,0.8967,正面,"[""盲盒"", ""必点"", ""小酒馆"", ""酒水"", ""菜单""]",1539873707
门店评价,Edith,5.0,「沙蒜海参豆面」「椒麻水煮牛蛙」「芝士红薯烤年糕」菜很好吃，不是预制菜，酒的名字也很有意思，很适合和朋友来小聚，推荐～,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:09】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面、椒麻水煮牛蛙和芝士红薯烤年糕，并且认可我们的菜品不是预制菜。我们会继续保持高品质，期待您和朋友再次光临！
",好评,0.46,中性,"[""芝士"", ""沙蒜"", ""麻水"", ""来小聚"", ""豆面""]",1539873707
打卡评价,沙发土豆,5.0,菜品很好，很有特色，豆面特别好吃～～服务态度超级棒，环境不错，很有氛围感，下次还会再来的！,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:17】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品，尤其是豆面，并且对我们的服务和环境感到满意。我们会继续保持高质量的服务和独特的氛围，期待您再次光临！
",好评,0.9997,正面,"[""豆面"", ""服务态度"", ""菜品"", ""下次"", ""好吃""]",1539873707
门店评价,义仁甜美的小梅,5.0,在靠窗的位置，环境挺好的。菜品都还不错，推荐虾和鸭舌。适合几个人小酌～,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:24】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！很高兴您喜欢我们的环境和菜品，特别是对虾和鸭舌的推荐。我们会继续保持高质量，期待您再次光临，享受更多美味！
",好评,0.9303,正面,"[""鸭舌"", ""小酌"", ""靠窗"", ""菜品"", ""适合""]",1539873707
门店评价,Miss罗！,5.0,环境很幽雅，菜品也很精致，口感也是我很喜欢的味道,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:30】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和菜品，并且对口感感到满意。我们将继续保持高品质，期待再次为您提供美好的用餐体验！
",好评,1.0,正面,"[""菜品"", ""幽雅"", ""口感"", ""精致"", ""味道""]",1539873707
团购评价,中国好丁丁233,5.0,和小伙伴一起约饭，选了这家台州bistro喝喝小酒吃吃饭～葱烤带鱼yyds！个头又大又好吃！咸蛋黄苹果丝瓜也好评[机智],流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:37】商家:亲爱的顾客，感谢您选择我们的小店，并分享这么棒的用餐体验！😊 很高兴您喜欢我们的葱烤带鱼和咸蛋黄苹果丝瓜，听到您的好评我们特别开心！期待您和伙伴们再次光临，继续享受美味时光！🍽️
",好评,0.4286,中性,"[""吃吃饭"", ""bistro"", ""yyds"", ""喝喝"", ""咸蛋""]",1539873707
门店评价,在泸沽湖跳舞的汽水,5.0,环境不错～点的都没踩雷～～推荐阅后即焚～～[笑脸][笑脸][笑脸][笑脸][笑脸][笑脸][点赞][点赞][点赞][点赞][色][色][色][色],流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:43】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境，并且点的菜品都让您满意。我们会继续保持高质量的服务和菜品，期待您再次光临！
",好评,1.0,正面,"[""笑脸"", ""点赞"", ""阅后"", ""不错"", ""推荐""]",1539873707
门店评价,菲菲760226,5.0,"这家饭店很不错哦～陪女儿打卡了几次了！！
毫无预制菜～",流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:50】商家:亲爱的顾客，您好！感谢您和女儿多次光临我们餐厅，并给予如此高的评价！得知您对我们餐厅的菜品满意，我们感到非常荣幸。我们将继续保持高品质，期待再次为您服务！
",好评,0.4936,中性,"[""打卡"", ""预制"", ""饭店"", ""这家"", ""毫无""]",1539873707
团购评价,大麟子,5.0,这里性价比很高～已经打卡很多次了，套房里面还可以画杯子！！太赞啦,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 20:05:57】商家:亲爱的顾客，您好！感谢您多次光临我们餐厅并给予高度评价！很高兴您对我们的性价比和画杯子活动感到满意。我们将继续保持高品质，期待再次为您服务！
",好评,0.9857,正面,"[""打卡"", ""太赞"", ""性价比"", ""杯子"", ""套房""]",1539873707
门店评价,生菜烤红糖,5.0,菜品精致 服务贴心。很适合闺蜜小聚,流杯酒肆·台州Bistro,2025-05-04,点评,是,"【2025-05-04 18:36:41】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的精致菜品和贴心服务，并认为这里是闺蜜小聚的理想场所。我们将继续保持高品质，期待再次为您服务！
",好评,0.9987,正面,"[""闺蜜"", ""小聚"", ""菜品"", ""贴心"", ""精致""]",1539873707
打卡评价,月光女神,5.0,味道很美味，黄鱼很美味，咖喱火锅味道和冬阴功汤有异曲同工，适合朋友聚会,流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 21:40:14】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的黄鱼、咖喱火锅和冬阴功汤，您的赞美让我们备受鼓舞。我们将继续保持高品质，期待您和朋友再次光临！
",好评,0.9632,正面,"[""美味"", ""味道"", ""咖喱"", ""冬阴功"", ""汤有""]",1539873707
打卡评价,蓝色冰点,5.0,非常适合朋友小聚，味道不错，性价比高，口味很好,流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 21:31:37】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的菜品味道和性价比感到满意，我们非常高兴。我们将继续保持高品质，期待您和朋友再次光临！
",好评,0.9973,正面,"[""小聚"", ""非常适合"", ""性价比"", ""口味"", ""味道""]",1539873707
打卡评价,青春老男孩,5.0,食物的香气浓郁，商家的厨艺真的是出神入化。今天第一次点，味道很惊喜，口味很赞相当的满足,流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 21:31:27】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您第一次尝试我们的菜品就感到惊喜和满足。您的赞美是对我们最大的鼓励。我们将继续保持高品质，期待再次为您服务！
",好评,0.999,正面,"[""厨艺"", ""很赞"", ""出神入化"", ""口味"", ""浓郁""]",1539873707
门店评价,shir_2447,0.5,上着厕所，门口有男人的声音传来，在拉门。我抬头震惊看到门上居然有几个洞！吓死我了马上跳起来！那男的要是弯腰看一下里面我不知道那一幕将如何补救。你们是疯了吗,流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-04 00:08:37】商家:尊敬的顾客，您好！非常抱歉我们的环境未能达到您的期望。对于您提到的厕所门上的洞的问题，我们深感抱歉，并会立即检查并修复，确保类似情况不再发生。感谢您的反馈，希望您能再次光临，体验我们的改进！
【2025-05-06 20:55:34】Swing上菜啦:太吓人了
【2025-05-07 10:49:28】酱油炸鸡爪:营业期间都不检查的吗
",差评,0.0324,负面,"[""拉门"", ""吓死"", ""补救"", ""弯腰"", ""厕所""]",1539873707
团购评价,冰美式超大杯,4.5,"在陕西南路上一栋不起眼的小楼上面，小小的一家店，环境还不错，「葱烤带鱼」很好吃，应该是先煎再加酱汁烧的，偏甜口的。「台州炒麻糍」是用韭菜和银芽烧的，很特别「雪花肥牛大虾锅」选的黑松露鸡汤锅底，很鲜「芝士红薯烤年糕」没想到是这么大一份，外壳焦焦脆脆的「猪油渣菜尖」菜苔很糯，好吃。

[服务铃]服务：服务不错，服务生都挺热情，就是上菜有点慢",流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 20:48:24】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的葱烤带鱼、台州炒麻糍和雪花肥牛大虾锅。您的赞美让我们备受鼓舞。我们会继续保持高质量菜品，并改进上菜速度。期待再次为您提供美好的用餐体验！
【2025-05-08 14:52:17】点小评:「芝士红薯烤年糕」大份量，外焦里嫩，甜而不腻，完美收官！
",好评,0.0,负面,"[""好吃"", ""服务"", ""焦脆"", ""芝士"", ""不错""]",1539873707
打卡评价,CeliaYan27,4.5,与小伙伴逛街，适合小酌，它家饮料强烈推荐，带鱼食材新鲜口味好评，出餐速度稍慢「葱烤带鱼」「葱烤带鱼」「台州炒麻糍」「芝士红薯烤年糕」「特调开胃酒」,流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 20:48:31】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的饮料和葱烤带鱼，您的肯定让我们备受鼓舞。我们会继续保持高质量菜品，并努力提升出餐速度。期待您再次光临，享受更多美味！
",好评,0.5507,中性,"[""带鱼"", ""芝士"", ""开胃酒"", ""它家"", ""食材""]",1539873707
打卡评价,小盖尔加朵,4.5,菜品都是现烧的，整体菜品口味都很不错，酒水也好喝，非常推荐葱烧带鱼,流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 20:48:37】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的现烧菜品和酒水，特别是对葱烧带鱼的推荐。我们将继续保持高品质，期待再次为您服务！
",好评,0.3827,负面,"[""菜品"", ""现烧"", ""葱烧"", ""酒水"", ""好喝""]",1539873707
买单评价,伐克女王,4.5,"因为想吃海肠捞饭，所以就近找了这家店。整体的口味是不错的，就是量很少，性价比不算高。
环境还可以，虽然有窗户，但其实也没什么风景。
服务很好，很贴心，服务员都非常有礼貌，这点很加分。",流杯酒肆·台州Bistro,2025-05-03,点评,是,"【2025-05-03 20:48:44】商家:亲爱的顾客，您好！感谢您对我们餐厅的评价！很高兴您对我们的口味和服务感到满意。对于您提到的菜品分量和性价比问题，我们会认真考虑并改进。期待您再次光临，享受更多美味！
",好评,0.9999,正面,"[""捞饭"", ""海肠"", ""很加分"", ""贴心"", ""性价比""]",1539873707
团购评价,锅里有粥的锅,5.0,"这家隐匿在闹市中的台州小馆彻底征服了我的味蕾！「沙蒜海参豆面」沙蒜海参豆面醇厚浓香，台州特有的Q弹沙蒜与红薯粉缠绵出层次感，比别的店做出来的更加浓郁；
「小土豆烧仔排」小土豆和仔排都有一股特别的味道，调味很新奇。
「海肠捞饭」忘拍了，但真的比在青岛吃到的还要惊艳！！
「葱油山东小管」小管肥美，能见到籽的那种。
「雪绒鹅肝吐司」算是一道创意菜，入口的瞬间有鹅肝直击味蕾的记忆点，且不会感觉到腻，很惊喜。

[服务铃]服务：服务和环境给人很舒服的感觉，从点菜上菜到过程中的加水换骨碟，都很有亲和力。

总的来说，虽然不是沿街店铺，但是一家下一次聚餐时还会再想带家人朋友去的台州菜店铺。",流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 23:39:44】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面、小土豆烧仔排和海肠捞饭，您的赞美让我们备受鼓舞。我们将继续保持高质量菜品和服务，期待您再次光临，并带上家人朋友一起享受更多美味！
",好评,1.0,正面,"[""台州"", ""小土豆"", ""沙蒜"", ""小管"", ""豆面""]",1539873707
门店评价,小七爱睡觉,5.0,无意间看到这家店 约着朋友来尝尝味道果然没踩雷,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 23:39:50】商家:亲爱的顾客，您好！感谢您选择我们餐厅并分享您的用餐体验！很高兴得知您和朋友对我们的菜品感到满意。我们将继续保持高品质，期待再次为您服务！
",好评,0.6409,正面,"[""无意间"", ""尝尝"", ""味道"", ""这家"", ""果然""]",1539873707
门店评价,匿名用户,5.0,51假期，跟朋友来上海第一次吃，感觉很好吃，味道很适合广东口味！推荐,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 23:40:07】商家:感谢亲的评价，真是泰裤辣！我们家的味道能让您和朋友们满意，广东胃表示很欣慰。我们会继续保持，期待您们再次光临，冲鸭！
",好评,0.9618,正面,"[""51"", ""口味"", ""假期"", ""好吃"", ""味道""]",1539873707
门店评价,今天吃啥,5.0,进来就被杯子吸引到了 菜的口味也都还挺好吃！,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 23:40:18】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和杯子设计。您的赞美将激励我们继续努力。期待再次为您提供美好的用餐体验！
",好评,0.8012,正面,"[""挺好吃"", ""口味"", ""杯子"", ""吸引"", ""进来""]",1539873707
门店评价,黄油飞Orangel,5.0,还可以，菜品不错，酒水有一杯有待提高，别的都可以，环境也很优美，推荐啦,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:22:37】商家:亲爱的顾客，您好！感谢您对我们餐厅的推荐和好评！很高兴您对我们的菜品和环境感到满意。对于酒水有待提高的问题，我们会认真改进。期待您再次光临，享受更多美味！
",好评,0.9555,正面,"[""酒水"", ""菜品"", ""有待"", ""优美"", ""一杯""]",1539873707
打卡评价,一草团团,4.5,"[米饭]口味：还是不错的，每个菜都好吃
[薄荷]环境：好
[服务铃]服务：好，小姐姐很热心
[糖果]性价比：用了消费券，划算",流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:22:46】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的菜品、环境和服务都感到满意，特别是对热心的服务小姐姐的称赞。我们将继续保持高品质，期待再次为您服务！
",好评,1.0,正面,"[""小姐姐"", ""服务"", ""薄荷"", ""划算"", ""性价比""]",1539873707
门店评价,_C。月月月月月珀,5.0,"很适合朋友之间小酌聊天的地方
[薄荷]环境：干净整洁很有氛围，适合情侣小酌用餐",流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:22:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境，认为它适合朋友聚会和情侣用餐。我们会继续保持干净整洁的氛围，期待您再次光临，享受美好的用餐时光！
",好评,0.9992,正面,"[""小酌"", ""适合"", ""薄荷"", ""用餐"", ""情侣""]",1539873707
门店评价,LucyXu232,4.5,不错的店好吃推荐可以常来，服务员非常专业.,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:00】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的菜品和服务感到满意。我们将继续保持高质量的服务和美味，期待您再次光临！
",好评,0.8286,正面,"[""服务员"", ""好吃"", ""专业"", ""不错"", ""推荐""]",1539873707
团购评价,对方正在输入...,4.5,服务热情，环境优雅整洁，食材新鲜，适合拍照打卡！,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:07】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的服务和环境，并且对食材的新鲜度感到满意。我们将继续保持高质量的服务和菜品，期待您再次光临，享受更多美味时光！
",好评,0.9992,正面,"[""打卡"", ""食材"", ""拍照"", ""整洁"", ""优雅""]",1539873707
门店评价,清雅能干嘻嘻蜥,5.0,"[薄荷]环境：环境不错
[米饭]口味：口味不错
[服务铃]服务：服务不错
值得一次",流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:14】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的环境、口味和服务都感到满意。我们将继续保持高品质，期待再次为您服务！
",好评,0.9999,正面,"[""不错"", ""口味"", ""服务"", ""环境"", ""薄荷""]",1539873707
门店评价,Cyurs0.0,4.5,口味太棒了 海鲜好好吃 豆面和土豆排骨还有黄鱼年糕好好吃,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:27】商家:感谢亲的评价，真是泰裤辣！我们的海鲜、豆面和土豆排骨都是店里的明星选手，能得到您的认可，我们简直要飘起来了。我们会继续保持，期待您的再次光临，冲鸭！
",好评,0.9983,正面,"[""好吃"", ""豆面"", ""太棒了"", ""年糕"", ""黄鱼""]",1539873707
门店评价,bosio,5.0,菜品口味很平衡，装修很通透，服务也很到位，饭都是分好了拿上来的,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:34】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品口味和装修，也感谢您对我们服务的认可。我们会继续保持高品质，期待再次为您服务！
",好评,0.9794,正面,"[""分好"", ""拿上来"", ""菜品"", ""通透"", ""口味""]",1539873707
门店评价,匿名用户,5.0,味道很好吃，环境也很棒，氛围感很强，葱油带鱼超好吃，推荐推荐推荐。,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:43】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的葱油带鱼，并对环境和氛围感到满意。我们将继续保持高质量菜品和舒适环境，期待再次为您服务！
",好评,0.9991,正面,"[""推荐"", ""好吃"", ""葱油"", ""很棒"", ""带鱼""]",1539873707
打卡评价,鲸落Whales,5.0,这家餐厅的用餐体验非常愉快。环境优雅，布置得很有格调，营造出一种温馨而舒适的氛围。菜品丰富多样，色香味俱佳，每一道菜都能感受到厨师的用心与技艺。服务也很周到，服务员态度热情，响应迅速，能够很好地满足顾客的需求。整体而言，这次用餐经历令人印象深刻，无论是食物的品质还是服务的态度，都值得称赞。下次还会再来光顾，也会推荐给朋友们。这家店口碑非常好。,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:55】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和菜品，也感谢您对我们服务的认可。我们会继续保持这份用心和热情，期待有机会再度为您服务！
【2025-05-03 19:52:19】夏桑君:有外卖吗？想尝尝
",好评,1.0,正面,"[""用餐"", ""这家"", ""值得称赞"", ""态度"", ""色香味""]",1539873707
打卡评价,真岚_1562,4.5,食物非常不错 值得推荐大家来享用,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 20:23:49】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的食物感到满意，我们非常荣幸。您的推荐对我们意义重大。我们将继续保持高质量菜品，期待再次为您提供美好的用餐体验！
",好评,0.9857,正面,"[""享用"", ""食物"", ""不错"", ""值得"", ""推荐""]",1539873707
门店评价,潇洒LADY,4.5,生意爆好的小酒馆 服务生热情洋溢 只是画杯子的盲盒酒只剩下太普通的杯子了 本想尝试一下的「小土豆烧仔排」排骨很入味 偏甜的口感 软烂 「葱油山东小管」鱿鱼新鲜「黑松露鹅肝家烧焖饭」太淡了 很普通有点踩雷 酒类还不戳  适合下班后的小酌和唠嗑,流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 13:27:58】商家:亲爱的顾客，您好！感谢您对我们小酒馆的详细评价！很高兴您喜欢我们的服务和酒类，并对「小土豆烧仔排」和「葱油山东小管」感到满意。对于「黑松露鹅肝家烧焖饭」的反馈，我们会认真改进。期待您再次光临，享受更多美味！
",好评,0.0001,负面,"[""杯子"", ""小土豆"", ""太普通"", ""爆好"", ""盲盒""]",1539873707
门店评价,匿名用户,3.0,"写一句真实评价，综合一下刷的好评。
味道还行，分量很小，价格偏高，套餐的锅物索然无味。服务速度很慢！环境还可以。
总体不推荐特意来。‍♀️",流杯酒肆·台州Bistro,2025-05-02,点评,是,"【2025-05-02 13:28:16】商家:尊敬的顾客，您好！对于未能全面满足您的期望，我们深感抱歉。感谢您分享详细的反馈。我们会认真评估菜品分量和价格问题，并优化服务速度。期待您再次光临，给我们改进的机会。
",差评,0.9404,正面,"[""锅物"", ""索然无味"", ""套餐"", ""好评"", ""偏高""]",1539873707
打卡评价,西瓜味的饭团,5.0,菜品比较新鲜，环境不错，适合情侣朋友聚会,流杯酒肆·台州Bistro,2025-05-01,点评,是,"【2025-05-01 20:11:19】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！很高兴您对我们的菜品新鲜度和环境感到满意。我们将继续保持高品质，期待您和您的朋友或情侣再次光临！
",好评,0.9879,正面,"[""菜品"", ""情侣"", ""聚会"", ""新鲜"", ""适合""]",1539873707
打卡评价,纳兰辞,4.5,环境很好，饭菜味道很好，非常地道的美味,流杯酒肆·台州Bistro,2025-05-01,点评,是,"【2025-05-01 20:11:33】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的环境和饭菜味道感到满意。我们将继续保持高质量的服务和地道的美食，期待再次为您提供美好的用餐体验！
",好评,0.9868,正面,"[""美味"", ""饭菜"", ""地道"", ""味道"", ""环境""]",1539873707
打卡评价,啊哦雪,4.5,靠窗的环境，整体菜品味道不错，份量不大，口味清淡，喝点酒，吃点饭，适合小聚,流杯酒肆·台州Bistro,2025-05-01,点评,是,"【2025-05-01 20:11:27】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！很高兴您喜欢我们的靠窗环境和菜品味道。我们会继续保持高质量的菜品和服务，期待您再次光临，享受更多美味时光！
",好评,0.7248,正面,"[""小聚"", ""靠窗"", ""菜品"", ""份量"", ""喝点""]",1539873707
门店评价,Apparition猫猫头面具,5.0,"香香的漂亮饭，分量在上海算正常，不过我真的很喜欢这个环境装潢！
是闺蜜反复来吃的小馆子，性价比也不错，单点的选择比较丰富，菜单是xmind风格思维导图哈哈哈哈哈",流杯酒肆·台州Bistro,2025-05-01,点评,是,"【2025-05-01 20:11:48】商家:感谢亲的评价，确认过眼神，您就是懂行的小可爱！我们家的环境装潢可是花了大心思，能让您满意，我们也是泰裤辣！我们会继续保持，期待您的再次光临，冲鸭！
",好评,1.0,正面,"[""香香的"", ""闺蜜"", ""xmind"", ""导图"", ""单点""]",1539873707
